num_of_nodes,average_shortest_path_length,clustering_coefficient,assortativity,avg_degree_centrality,avg_closeness_centrality,avg_betweenness_centrality
4966,344.54891327492203,0.0,-0.14498013469338772,0.0004027386226339739,0.0034067936404049482,0.069208080837011
8208,544.1317706251332,0.0,-0.15227780901550597,0.00024366471734888937,0.0021618527840940377,0.06618715216002119
6023,422.50225469697057,0.0,-0.1073667768946796,0.00033206043499912257,0.0027564587533933237,0.07000535703321223
7210,456.84935955190855,0.0,-0.12625888286385695,0.0002773925104021968,0.0025873766437508982,0.06324214200220701
777,45.702868553384015,0.0,-0.24520112369041458,0.002574002574002567,0.026147423829461454,0.05768112071404388
7850,504.8537016764682,0.0,-0.08572864024379533,0.0002547770700637092,0.0023200247331118334,0.06420154200770495
6898,429.16755870131993,0.0,-0.11799571392405299,0.0002899391127862978,0.00277357107367142,0.06208926315274357
9960,658.1732523426369,0.0,-0.08071019090424175,0.000200803212851371,0.0017845399048830367,0.06599450214326531
1470,99.41231899158575,0.0,-0.15500925839678698,0.0013605442176870374,0.011952792003565098,0.06703836443568512
5967,381.19849944613804,0.0,-0.10099238445312105,0.00033517680576505984,0.0030812985060897674,0.06373822287445736
2183,126.75498571790266,0.0,-0.15105183173627437,0.0009161704076958544,0.009426842220169025,0.057659324033884754
1512,102.37115999425728,0.0,-0.17469910244065232,0.0013227513227513053,0.011519097849630606,0.06713321853924321
2624,169.88972376165813,0.0,-0.14353049825949307,0.0007621951219511845,0.007004363472595542,0.06441255673594884
9505,631.3538458847638,0.0,-0.0873790406937086,0.00021041557075223997,0.0018638529990597725,0.06633208943331208
5138,336.2230492144664,0.0,-0.09989917377534453,0.00038925652004669564,0.0034822854069979144,0.06526928528319048
1884,130.3104810839639,0.0,-0.13552548707379772,0.001061571125265442,0.008885482051466472,0.06870907602761107
8868,568.1807402521673,0.0,-0.07913404199094007,0.00022552999548943294,0.002074892583420362,0.06397256262713379
7059,444.3323194524746,0.0,-0.12762710283865136,0.0002833262501771172,0.0027750969901215268,0.06282164084631921
7359,458.59006467553587,0.0,-0.12512748811851337,0.00027177605652936647,0.002696161101527098,0.06219791554649114
9719,628.8730371388264,0.0,-0.08597019340749439,0.000205782487910214,0.0018687365972396939,0.06461593466489936
722,54.12945239952205,0.0,-0.18958155163808826,0.002770083102493074,0.021383436243135063,0.0737909061104473
2501,172.9934931627349,0.0,-0.12942313542422107,0.0007996801279487766,0.0067477825794155545,0.06882492723598842
141,13.603850050658561,0.0,-0.304310681507518,0.014184397163120544,0.0824829691914952,0.09067518022056521
1832,128.17659116763932,0.0,-0.13189266889278442,0.0010917030567685977,0.009149983158258995,0.06949540500963892
2136,126.67373716110131,0.0,-0.2439159818640652,0.0009363295880150466,0.009482540702895058,0.05889116080651418
2164,145.7472326977917,0.0,-0.1293773066346711,0.0009242144177449614,0.007975491949794052,0.06695061641896013
379,23.011545280674568,0.0,-0.32151796165616026,0.005277044854881212,0.05342438376229308,0.058386061752452444
5631,371.93456497005127,0.0,-0.13723303145287857,0.0003551767004084047,0.003180979538169682,0.06589706252798931
2042,137.54971036935765,0.0,-0.1319808708189701,0.000979431929480867,0.008451546534839385,0.0669361325339989
8821,565.6789064747313,0.0,-0.11628670437974258,0.00022673166307678235,0.0020847641775429008,0.06402981137030611
8261,473.19130422039086,0.0,-0.4437393186772872,0.0002421014405036405,0.0029008952880765233,0.05717293912342781
4343,277.8692074042814,0.0,-0.10726641243197685,0.0004605111673958656,0.0042675320654120726,0.06378005238522957
7574,510.63531263748104,0.0,-0.14970472935641166,0.00026406126221281684,0.002314507620162194,0.06730524466950347
